id,year,week,season,team,pf,pa,opp,win,loss
1048,2020,2,r,Billy,159,170,The Boo,0,1
1049,2020,2,r,Fig,133,125,Big Boy,1,0
1050,2020,2,r,DenR,89,162,Timmy,0,1
1051,2020,2,r,Chad,115,135,Rose,0,1
1052,2020,2,r,Nordy,101,133,Frankie,0,1
1053,2020,3,r,DenR,124,148,Fig,0,1
1054,2020,3,r,Chad,103,121,Billy,0,1
1055,2020,3,r,Nordy,114,166,The Boo,0,1
1056,2020,3,r,Rose,172,137,Big Boy,1,0
1057,2020,3,r,Frankie,124,144,Timmy,0,1
1058,2020,3,r,Fig,148,124,DenR,1,0
1059,2020,3,r,Billy,121,103,Chad,1,0
1060,2020,3,r,The Boo,166,114,Nordy,1,0
1061,2020,3,r,Big Boy,137,172,Rose,0,1
1062,2020,3,r,Timmy,144,124,Frankie,1,0
1063,2020,4,r,Nordy,115,140,Chad,0,1
1064,2020,4,r,Fig,162,106,Rose,1,0
1065,2020,4,r,DenR,113,133,Frankie,0,1
1066,2020,4,r,Billy,141,122,Big Boy,1,0
1067,2020,4,r,The Boo,124,178,Timmy,0,1
1068,2020,4,r,Chad,140,115,Nordy,1,0
1069,2020,4,r,Rose,106,162,Fig,0,1
1070,2020,4,r,Frankie,133,113,DenR,1,0
1071,2020,4,r,Big Boy,122,141,Billy,0,1
1072,2020,4,r,Timmy,178,124,The Boo,1,0
1073,2020,5,r,Frankie,195,101,Rose,1,0
1074,2020,5,r,Big Boy,112,95,Chad,1,0
1075,2020,5,r,Timmy,95,139,Nordy,0,1
1076,2020,5,r,Billy,160,148,Fig,1,0
1077,2020,5,r,The Boo,106,125,DenR,0,1
1078,2020,5,r,Rose,101,195,Frankie,0,1
1079,2020,5,r,Chad,95,112,Big Boy,0,1
1080,2020,5,r,Nordy,139,95,Timmy,1,0
1081,2020,5,r,Fig,148,160,Billy,0,1
1082,2020,5,r,DenR,125,106,The Boo,1,0
1083,2020,6,r,Billy,117,120,Timmy,0,1
1084,2020,6,r,Fig,149,90,The Boo,1,0
1085,2020,6,r,Chad,99,110,DenR,0,1
1086,2020,6,r,Rose,107,172,Nordy,0,1
1087,2020,6,r,Big Boy,105,107,Frankie,0,1
1088,2020,6,r,Timmy,120,117,Billy,1,0
1089,2020,6,r,The Boo,90,149,Fig,0,1
1090,2020,6,r,DenR,110,99,Chad,1,0
1091,2020,6,r,Nordy,172,107,Rose,1,0
1092,2020,6,r,Frankie,107,105,Big Boy,1,0
1093,2020,7,r,Timmy,113,140,Fig,0,1
1094,2020,7,r,The Boo,143,162,Chad,0,1
1095,2020,7,r,DenR,114,154,Rose,0,1
1096,2020,7,r,Nordy,132,98,Big Boy,1,0
1097,2020,7,r,Frankie,145,102,Billy,1,0
1098,2020,7,r,Fig,140,113,Timmy,1,0
1099,2020,7,r,Chad,162,143,The Boo,1,0
1100,2020,7,r,Rose,154,114,DenR,1,0
1101,2020,7,r,Big Boy,98,132,Nordy,0,1
1102,2020,7,r,Billy,102,145,Frankie,0,1
1103,2020,8,r,Chad,119,75,Timmy,1,0
1104,2020,8,r,Rose,137,145,The Boo,0,1
1105,2020,8,r,Big Boy,101,114,DenR,0,1
1106,2020,8,r,Billy,138,115,Nordy,1,0
1107,2020,8,r,Fig,115,127,Frankie,0,1
1108,2020,8,r,Timmy,75,119,Chad,0,1
1109,2020,8,r,The Boo,145,137,Rose,1,0
1110,2020,8,r,DenR,114,101,Big Boy,1,0
1111,2020,8,r,Nordy,115,138,Billy,0,1
1112,2020,8,r,Frankie,127,115,Fig,1,0
1113,2020,9,r,Timmy,127,140,Rose,0,1
1114,2020,9,r,Chad,133,131,Big Boy,1,0
1115,2020,9,r,Frankie,107,124,The Boo,0,1
1116,2020,9,r,Fig,146,107,Billy,1,0
1117,2020,9,r,Nordy,118,64,DenR,1,0
1118,2020,9,r,Rose,140,127,Timmy,1,0
1119,2020,9,r,Big Boy,131,133,Chad,0,1
1120,2020,9,r,The Boo,124,107,Frankie,1,0
1121,2020,9,r,Billy,107,146,Fig,0,1
1122,2020,9,r,DenR,64,118,Nordy,0,1
1123,2020,10,r,The Boo,96,117,Big Boy,0,1
1124,2020,10,r,Rose,84,83,Billy,1,0
1125,2020,10,r,DenR,116,93,Timmy,1,0
1126,2020,10,r,Chad,150,146,Fig,1,0
1127,2020,10,r,Nordy,103,109,Frankie,0,1
1128,2020,10,r,Big Boy,117,96,The Boo,1,0
1129,2020,10,r,Billy,83,84,Rose,0,1
1130,2020,10,r,Timmy,93,116,DenR,0,1
1131,2020,10,r,Fig,146,150,Chad,0,1
1132,2020,10,r,Frankie,109,103,Nordy,1,0
1133,2020,11,r,DenR,138,113,Billy,1,0
1134,2020,11,r,Fig,168,115,Big Boy,1,0
1135,2020,11,r,The Boo,140,134,Nordy,1,0
1136,2020,11,r,Chad,134,147,Rose,0,1
1137,2020,11,r,Timmy,128,112,Frankie,1,0
1138,2020,11,r,Billy,113,138,DenR,0,1
1139,2020,11,r,Big Boy,115,168,Fig,0,1
1140,2020,11,r,Nordy,134,140,The Boo,0,1
1141,2020,11,r,Rose,147,134,Chad,1,0
1142,2020,11,r,Frankie,112,128,Timmy,0,1
1143,2020,12,r,Nordy,145,113,Fig,1,0
1144,2020,12,r,Billy,131,163,Chad,0,1
1145,2020,12,r,Frankie,117,121,DenR,0,1
1146,2020,12,r,Big Boy,189,92,Rose,1,0
1147,2020,12,r,Timmy,124,112,The Boo,1,0
1148,2020,12,r,Fig,113,145,Nordy,0,1
1149,2020,12,r,Chad,163,131,Billy,1,0
1150,2020,12,r,DenR,121,117,Frankie,1,0
1151,2020,12,r,Rose,92,189,Big Boy,0,1
1152,2020,12,r,The Boo,112,124,Timmy,0,1
1153,2020,13,r,Frankie,96,165,Chad,0,1
1154,2020,13,r,Rose,131,140,Fig,0,1
1155,2020,13,r,Nordy,145,115,Timmy,1,0
1156,2020,13,r,Big Boy,128,143,Billy,0,1
1157,2020,13,r,DenR,137,108,The Boo,1,0
1158,2020,13,r,Chad,165,96,Frankie,1,0
1159,2020,13,r,Fig,140,131,Rose,1,0
1160,2020,13,r,Timmy,115,145,Nordy,0,1
1161,2020,13,r,Billy,143,128,Big Boy,1,0
1162,2020,13,r,The Boo,108,137,DenR,0,1
1163,2020,DC,p,DenR,110,163,Fig,0,1
1164,2020,DC,p,Fig,163,110,DenR,1,0
1165,2020,SF,p,DenR,127,121,Chad,1,0
1166,2020,SF,p,Fig,194,156,Frankie,1,0
1167,2020,SF,p,Chad,121,127,DenR,0,1
1168,2020,SF,p,Frankie,156,194,Fig,0,1
1169,2020,WC,p,Billy,104,116,DenR,0,1
1170,2020,WC,p,Nordy,138,164,Fig,0,1
1171,2020,WC,p,DenR,116,104,Billy,1,0
1172,2020,WC,p,Fig,164,138,Nordy,1,0
1173,2021,1,r,Timmy,95,172,Fig,0,1
1174,2021,1,r,Billy,113,169,Big Boy,0,1
1175,2021,1,r,The Boo,143,111,Nordy,1,0
1176,2021,1,r,Rose,145,121,Chad,1,0
1177,2021,1,r,Frankie,99,139,DenR,0,1
1178,2021,1,r,Fig,172,95,Timmy,1,0
1179,2021,1,r,Big Boy,169,113,Billy,1,0
1180,2021,1,r,Nordy,111,143,The Boo,0,1
1181,2021,1,r,Chad,121,145,Rose,0,1
1182,2021,1,r,DenR,139,99,Frankie,1,0
1183,2021,2,r,The Boo,130,119,Billy,1,0
1184,2021,2,r,Fig,149,139,Rose,1,0
1185,2021,2,r,Timmy,168,115,Frankie,1,0
1186,2021,2,r,Big Boy,124,140,Chad,0,1
1187,2021,2,r,Nordy,142,116,DenR,1,0
1188,2021,2,r,Billy,119,130,The Boo,0,1
1189,2021,2,r,Rose,139,149,Fig,0,1
1190,2021,2,r,Frankie,115,168,Timmy,0,1
1191,2021,2,r,Chad,140,124,Big Boy,1,0
1192,2021,2,r,DenR,116,142,Nordy,0,1
1193,2021,3,r,Frankie,153,119,Rose,1,0
1194,2021,3,r,Chad,150,140,Billy,1,0
1195,2021,3,r,DenR,67,115,The Boo,0,1
1196,2021,3,r,Big Boy,109,126,Fig,0,1
1197,2021,3,r,Nordy,125,117,Timmy,1,0
1198,2021,3,r,Rose,119,153,Frankie,0,1
1199,2021,3,r,Billy,140,150,Chad,0,1
1200,2021,3,r,The Boo,115,67,DenR,1,0
1201,2021,3,r,Fig,126,109,Big Boy,1,0
1202,2021,3,r,Timmy,117,125,Nordy,0,1
1203,2021,4,r,DenR,196,116,Chad,1,0
1204,2021,4,r,Rose,143,159,Big Boy,0,1
1205,2021,4,r,Frankie,115,143,Nordy,0,1
1206,2021,4,r,Billy,130,117,Fig,1,0
1207,2021,4,r,The Boo,108,115,Timmy,0,1
1208,2021,4,r,Chad,116,196,DenR,0,1
1209,2021,4,r,Big Boy,159,143,Rose,1,0
1210,2021,4,r,Nordy,143,115,Frankie,1,0
1211,2021,4,r,Fig,117,130,Billy,0,1
1212,2021,4,r,Timmy,115,108,The Boo,1,0
1213,2021,5,r,Nordy,115,142,Big Boy,0,1
1214,2021,5,r,Fig,116,121,Chad,0,1
1215,2021,5,r,Timmy,132,162,DenR,0,1
1216,2021,5,r,Billy,147,142,Rose,1,0
1217,2021,5,r,The Boo,226,142,Frankie,1,0
1218,2021,5,r,Big Boy,142,115,Nordy,1,0
1219,2021,5,r,Chad,121,116,Fig,1,0
1220,2021,5,r,DenR,162,132,Timmy,1,0
1221,2021,5,r,Rose,142,147,Billy,0,1
1222,2021,5,r,Frankie,142,226,The Boo,0,1
1223,2021,6,r,Billy,137,141,Timmy,0,1
1224,2021,6,r,Rose,118,121,The Boo,0,1
1225,2021,6,r,Chad,117,94,Frankie,1,0
1226,2021,6,r,Big Boy,208,121,DenR,1,0
1227,2021,6,r,Fig,103,113,Nordy,0,1
1228,2021,6,r,Timmy,141,137,Billy,1,0
1229,2021,6,r,The Boo,121,118,Rose,1,0
1230,2021,6,r,Frankie,94,117,Chad,0,1
1231,2021,6,r,DenR,121,208,Big Boy,0,1
1232,2021,6,r,Nordy,113,103,Fig,1,0
1233,2021,7,r,Timmy,142,157,Rose,0,1
1234,2021,7,r,The Boo,113,108,Chad,1,0
1235,2021,7,r,Frankie,143,151,Big Boy,0,1
1236,2021,7,r,DenR,129,103,Fig,1,0
1237,2021,7,r,Nordy,135,99,Billy,1,0
1238,2021,7,r,Rose,157,142,Timmy,1,0
1239,2021,7,r,Chad,108,113,The Boo,0,1
1240,2021,7,r,Big Boy,151,143,Frankie,1,0
1241,2021,7,r,Fig,103,129,DenR,0,1
1242,2021,7,r,Billy,99,135,Nordy,0,1
1243,2021,8,r,Chad,120,112,Timmy,1,0
1244,2021,8,r,Big Boy,152,143,The Boo,1,0
1245,2021,8,r,Fig,113,89,Frankie,1,0
1246,2021,8,r,Billy,133,85,DenR,1,0
1247,2021,8,r,Rose,145,98,Nordy,1,0
1248,2021,8,r,Timmy,112,120,Chad,0,1
1249,2021,8,r,The Boo,143,152,Big Boy,0,1
1250,2021,8,r,Frankie,89,113,Fig,0,1
1251,2021,8,r,DenR,85,133,Billy,0,1
1252,2021,8,r,Nordy,98,145,Rose,0,1
1253,2021,9,r,Timmy,86,98,Big Boy,0,1
1254,2021,9,r,Chad,98,126,Fig,0,1
1255,2021,9,r,Nordy,95,113,The Boo,0,1
1256,2021,9,r,Rose,112,142,Billy,0,1
1257,2021,9,r,DenR,105,127,Frankie,0,1
1258,2021,9,r,Big Boy,98,86,Timmy,1,0
1259,2021,9,r,Fig,126,98,Chad,1,0
1260,2021,9,r,The Boo,113,95,Nordy,1,0
1261,2021,9,r,Billy,142,112,Rose,1,0
1262,2021,9,r,Frankie,127,105,DenR,1,0
1263,2021,10,r,The Boo,150,109,Fig,1,0
1264,2021,10,r,Big Boy,165,88,Billy,1,0
1265,2021,10,r,Frankie,92,100,Timmy,0,1
1266,2021,10,r,Chad,122,110,Rose,1,0
1267,2021,10,r,DenR,90,110,Nordy,0,1
1268,2021,10,r,Fig,109,150,The Boo,0,1
1269,2021,10,r,Billy,88,165,Big Boy,0,1
1270,2021,10,r,Timmy,100,92,Frankie,1,0
1271,2021,10,r,Rose,110,122,Chad,0,1
1272,2021,10,r,Nordy,110,90,DenR,1,0
1273,2021,11,r,Frankie,165,103,Billy,1,0
1274,2021,11,r,Rose,109,144,Fig,0,1
1275,2021,11,r,The Boo,177,64,DenR,1,0
1276,2021,11,r,Chad,148,101,Big Boy,1,0
1277,2021,11,r,Timmy,114,128,Nordy,0,1
1278,2021,11,r,Billy,103,165,Frankie,0,1
1279,2021,11,r,Fig,144,109,Rose,1,0
1280,2021,11,r,DenR,64,177,The Boo,0,1
1281,2021,11,r,Big Boy,101,148,Chad,0,1
1282,2021,11,r,Nordy,128,114,Timmy,1,0
1283,2021,12,r,DenR,118,114,Rose,1,0
1284,2021,12,r,Billy,128,129,Chad,0,1
1285,2021,12,r,Nordy,117,107,Frankie,1,0
1286,2021,12,r,Fig,115,148,Big Boy,0,1
1287,2021,12,r,Timmy,87,105,The Boo,0,1
1288,2021,12,r,Rose,114,118,DenR,0,1
1289,2021,12,r,Chad,129,128,Billy,1,0
1290,2021,12,r,Frankie,107,117,Nordy,0,1
1291,2021,12,r,Big Boy,148,115,Fig,1,0
1292,2021,12,r,The Boo,105,87,Timmy,1,0
1293,2021,13,r,Nordy,115,120,Chad,0,1
1294,2021,13,r,Big Boy,144,94,Rose,1,0
1295,2021,13,r,DenR,105,91,Timmy,1,0
1296,2021,13,r,Fig,122,105,Billy,1,0
1297,2021,13,r,Frankie,178,130,The Boo,1,0
1298,2021,13,r,Chad,120,115,Nordy,1,0
1299,2021,13,r,Rose,94,144,Big Boy,0,1
1300,2021,13,r,Timmy,91,105,DenR,0,1
1301,2021,13,r,Billy,105,122,Fig,0,1
1302,2021,13,r,The Boo,130,178,Frankie,0,1
1303,2021,14,r,Fig,113,131,Timmy,0,1
1304,2021,14,r,Billy,90,143,The Boo,0,1
1305,2021,14,r,Rose,133,179,Frankie,0,1
1306,2021,14,r,Chad,107,131,DenR,0,1
1307,2021,14,r,Big Boy,173,145,Nordy,1,0
1308,2021,14,r,Timmy,131,113,Fig,1,0
1309,2021,14,r,The Boo,143,90,Billy,1,0
1310,2021,14,r,Frankie,179,133,Rose,1,0
1311,2021,14,r,DenR,131,107,Chad,1,0
1312,2021,14,r,Nordy,145,173,Big Boy,0,1
1313,2021,DC,p,The Boo,157,103,DenR,1,0
1314,2021,DC,p,DenR,103,157,The Boo,0,1
1315,2021,SF,p,DenR,109,108,Big Boy,1,0
1316,2021,SF,p,Big Boy,108,109,DenR,0,1
1317,2021,SF,p,The Boo,172,157,Chad,1,0
1318,2021,SF,p,Chad,157,172,The Boo,0,1
1319,2021,WC,p,DenR,77,73,Nordy,1,0
1320,2021,WC,p,Nordy,73,77,Denr,0,1
1321,2021,WC,p,Fig,87,129,Big Boy,0,1
1322,2021,WC,p,Big Boy,129,87,Fig,1,0
